citation_id,patent_id
6851574,6945766
6837715,6945785
6866516,6945785
6840651,6945806
6855558,6945809
6837743,6945818
6860761,6945818
6875067,6945833
6872120,6945849
6863596,6945863
6843739,6945883
6852054,6945894
6880558,6945971
6858181,6946021
6851220,6946045
6860063,6946045
6860085,6946045
6871447,6946045
6871479,6946045
6869266,6946052
6846432,6946076
6841221,6946185
6841226,6946240
6894156,6946248
6855569,6946305
6884638,6946305
6837776,6946311
6869806,6946317
6853067,6946321
6872661,6946324
6876035,6946335
6849539,6946388
6872322,6946408
6844446,6946532
6838489,6946533
6844409,6946533
6848726,6946621
6873589,6946634
6891167,6946663
6870180,6946676
6838296,6946678
6853315,6946695
6847146,6946768
6847147,6946768
6861279,6946802
6879137,6946823
6841302,6946851
6881521,6946851
6890685,6946851
6861908,6946912
6882227,6946913
6859108,6946917
6876244,6946917
6864769,6946935
6867954,6946935
6864774,6946945
6844834,6946982
6842145,6946999
6878918,6947086
6867866,6947135
6855464,6947141
6864999,6947184
6850355,6947202
6876476,6947203
6877165,6947231
6865044,6947235
6882488,6947235
6881896,6947295
6882040,6947295
6845031,6947309
6873536,6947309
6847735,6947484
6853989,6947574
6865247,6947585
6853453,6947601
6870833,6947602
6856710,6947618
6859591,6947648
6876799,6947648
6873772,6947655
6848008,6947738
6838998,6947755
